language_long	mca_comma	mca_comma_remove_parenthesis	mca_ed	mca_remove_parenthesis
Megleno-Romanian in Latin script	0.017813567593948268	0.01793557833089312	0.011672360501057426	0.017813567593948268
Kinyarwanda	0.02140942014486374	0.02144943775261115	0.014606426827804234	0.021329384929368922
Marwari (India	0.04938271604938271	0.04938271604938271	0.04938271604938271	0.04938271604938271
Sanskrit	1.7645021645021646	1.7718614718614718	1.6593073593073593	1.7675324675324675
Sakha	3.7720588235294117	3.7679738562091503	1.6748366013071896	3.6094771241830066
Santali	0.05592868482110148	0.054137664346481054	0.04701428745878618	0.059062970651687224
Sardinian	0.11081956230460027	0.11216720750898496	0.09856520768200089	0.10350675180571549
Sicilian	0.12499538884913051	0.12633908809207614	0.11156033967581765	0.11740445624907776
Scots	0.2960618462937699	0.2941476073827945	0.17974837047142642	0.18307220295408794
Sindhi	2.3448275862068964	2.358767424798239	2.2164343360234775	2.3521643433602346
Sassarese	0.014741910957168201	0.01482639182225226	0.00874376953620005	0.014741910957168201
Southern Kurdish	0.033112582781456956	0.033112582781456956	0.033112582781456956	0.033112582781456956
Northern Sami	0.04073332369882528	0.041187521935710306	0.034333257633627184	0.039184920618535415
Seri	0.01753642832937987	0.01762114537444934	0.009996611318197221	0.01711284310403253
Koyraboro Senni	0.030303030303030304	0.030303030303030304	0.030303030303030304	0.030303030303030304
Sango	0.018284561049445005	0.018405650857719474	0.01218970736629667	0.018284561049445005
Samogitian	0.05768022616616931	0.05768022616616931	0.04884561017747762	0.057326841526621646
Serbo-Croatian	0.46195872116552006	0.45474167003912047	0.43357952246054227	0.4365978686092001
Tashelhit	0.0594855305466238	0.0594855305466238	0.0594855305466238	0.0594855305466238
Tachelhit in Latin script	0.018020583329943458	0.018142618882967906	0.011878127161046251	0.018020583329943458
Tachelhit in Tifinagh script	0.0903954802259887	0.0903954802259887	0.0903954802259887	0.0903954802259887
Shan	0.4604651162790698	0.3953488372093023	0.44651162790697674	0.4
Shawiya in Latin script	0.8888888888888888	0.8888888888888888	0.2222222222222222	0.8888888888888888
Sinhala	2.2455731593662627	2.2632805219012115	2.050326188257223	2.228331780055918
Simple English	0.09278951201747997	0.09278951201747997	0.08361252731245448	0.0900218499635834
Kildin Sami	0.4233128834355828	0.4233128834355828	0.4110429447852761	0.34662576687116564
Pite Sami	0.03442089920394663	0.03442089920394663	0.03223455544343536	0.03442089920394663
Ume Sami	0.12033898305084746	0.12033898305084746	0.08644067796610169	0.12033898305084746
Slovak	0.18662447534102833	0.18624470830505085	0.17295710912906612	0.18010289907823673
Saraiki	4.458333333333333	4.458333333333333	4.041666666666667	4.458333333333333
Saraiki in Arabic script	2.6666666666666665	2.6666666666666665	2.3333333333333335	2.6666666666666665
Slovene	0.17261051630486013	0.17376349311754122	0.14815207395474816	0.1557763007124408
Silesian German	0.015492359932088286	0.015577249575551783	0.008828522920203734	0.014855687606112054
Samoan	0.021286869743672287	0.021608788378737274	0.01472777755422317	0.02132710957305541
Southern Sami	0.025398037858353425	0.02546964886735254	0.02076719260974387	0.025398037858353425
Lule Sami	0.03857442348008386	0.038626834381551366	0.035849056603773584	0.03857442348008386
Inari Sami	0.21338383838383837	0.21212121212121213	0.16287878787878787	0.20959595959595959
Skolt Sami	0.16736990154711673	0.16736990154711673	0.1209563994374121	0.16736990154711673
Shona	0.021804802478698683	0.02195972114639814	0.013787761425251743	0.020139426800929512
Somali	0.045520315982949436	0.04555942278362207	0.03750342184505886	0.04536388878025889
Albanian	0.1260228352247466	0.13269100878064286	0.03622152798222894	0.045615240971035795
Serbian	1.2740756263388284	1.251746297848561	1.204153860482444	1.1744900810282202
Serbian written in Cyrillic	1.2320472586302382	1.238231493446557	1.1656821118700387	1.152482924127746
Serbian written in Latin script	0.19953567937438904	0.20107527976620812	0.18309099055066796	0.19123891372305438
Sranan Tongo	0.043976348854397634	0.045121951219512194	0.03640059127864006	0.044124168514412414
Sirion	0.09533468559837728	0.09533468559837728	0.06490872210953347	0.06490872210953347
Swazi	0.022609227008860373	0.022783815634411418	0.015582034830430797	0.021954519663043952
Sesotho	0.02200479233226837	0.022124600638977636	0.014696485623003195	0.021405750798722045
Saterland Frisian	0.039372673058548316	0.03963625580705743	0.031794669038911406	0.037890020098184575
Siberian Tatar	0.5	0.5	0.5	0.5
Sundanese	0.03236727888299159	0.033550981964437995	0.02546870823628241	0.03167996741634529
Swedish	0.30789059480054076	0.2922485730272609	0.22336147411268983	0.21734407235025863
Swahili	0.14559268160322505	0.14652412221197156	0.12833552988603766	0.13732953972819387
Silesian	0.03784275321768327	0.038017627308338	0.029273922775601566	0.03619893676552882
Sakizaya	0.3130016051364366	0.3097913322632424	0.27447833065810595	0.3097913322632424
Tamil	1.69223932452632	1.6831091180866966	1.6349937381327515	1.6754736799579848
Atayal	0.0	0.0	0.0	0.0
Tulu	1.3455210237659962	1.3546617915904935	1.3491773308957953	1.3418647166361974
Telugu	2.0808184143222506	2.0846912678114724	1.9470953598830836	2.0552429667519183
Tetum	0.03586748565099184	0.03620984795086094	0.026583425636894573	0.03484039875138455
Tajik	0.8192592278499798	0.8297538533296585	0.786058049059724	0.7337121292429029
Tajik in Cyrillic script	0.49480968858131485	0.5051903114186851	0.42214532871972316	0.47058823529411764
Tajik in Latin script	0.04673270490493689	0.047611439527081	0.03938328806518613	0.04717207221600895
Thai	2.7442925831976677	2.755574906296142	2.6799681974785146	2.74239957596638
Tigrinya	1.2121212121212122	1.1515151515151516	1.1818181818181819	1.1515151515151516
Turkmen	0.05876046348604181	0.058966640550905114	0.043668302338047915	0.058306873943342545
Tagalog	0.12355320910326299	0.12345948985489136	0.09328189187922713	0.10685556301838459
Talysh	0.08791208791208792	0.08791208791208792	0.08791208791208792	0.08791208791208792
Tswana	0.02169974636660091	0.021820524175691452	0.01541930029389267	0.021297153669632432
Tongan	0.04076987581360061	0.040490356586670925	0.034141277003553884	0.03973166154214751
Tok Pisin	0.021395277756552304	0.021471689462825704	0.013715901276075495	0.01975242607167418
Turkish	0.2932128138586216	0.2839318804973965	0.2506089559497407	0.27332489246274977
Turoyo	0.013931421177485442	0.014017683847315074	0.007806771619581626	0.013931421177485442
Tsonga	0.018940920448134117	0.019061819940356252	0.012815346175546062	0.018940920448134117
Tatar	0.4836789428926539	0.4840060181853863	0.44128998495453653	0.45813436253025447
Tatar in Cyrillic script	0.6482164821648216	0.6482164821648216	0.6076260762607626	0.5965559655596556
Tatar in Latin script	0.01857874623953167	0.0187007073745833	0.012440035775266282	0.01857874623953167
Tumbuka	0.019828661062623175	0.01994932228612798	0.01315207336202389	0.019225354945099145
Twi	0.021358375191089757	0.021314697532212275	0.014282594452937322	0.020528499672417558
Tahitian	0.05151064045742126	0.052542544913218525	0.04273099434990019	0.04733227323476672
Tuvan	1.723809523809524	1.726984126984127	1.9005291005291005	5.0433862433862435
Central Atlas Tamazight	0.75	0.75	0.5	0.75
Udmurt	1.3383947939262473	1.3383947939262473	1.5726681127982647	3.5553145336225596
Uyghur	1.4597544338335606	1.4392905866302865	1.3178717598908596	1.4392905866302865
Uyghur Arabic alphabet	0.45147679324894513	0.45569620253164556	0.270042194092827	0.45569620253164556
Uyghur Latin alphabet	0.01837622474285482	0.018498190836280848	0.012155953978127415	0.01837622474285482
Ukrainian	3.3733549116003543	3.3757061284314025	1.9703929890989038	3.0995572383889582
Urdu	2.2444888752178818	2.239105916128371	2.1616938377934996	2.2236747667384393
Uzbek	0.5599336750075369	0.5613807657521858	0.2745251733494121	0.5919204100090443
Uzbek Cyrillic alphabet	0.0	0.0	0.0	0.0
Uzbek Latin alphabet	1.0	1.0	1.0	1.0
Venda	0.019543452142571086	0.019663596315578694	0.013496195434521427	0.019543452142571086
Venetian	0.1360689881974641	0.13742929388894573	0.12238096978112326	0.1280748936667787
Veps	0.1718234403509453	0.17298808183547498	0.046042160021739977	0.17217283279630421
Vietnamese	0.4212998671947945	0.39600538183167855	0.25546154158426754	0.3752841699916489
West Flemish	0.1211268025265165	0.12234181222300845	0.10790579191991419	0.11285240773155562
Main-Franconian	0.1283488398161641	0.12977032682343564	0.11142248626835556	0.11664258668792347
Volapük	0.11082973603813884	0.10985742866927417	0.09681605580238457	0.09884464951965538
Votic	0.017994124367553453	0.018116533376856536	0.011832870899298189	0.017994124367553453
Võro	0.7532808398950132	0.7537182852143482	0.17060367454068243	0.7458442694663167
Walloon	0.1434136488241235	0.14473484875810674	0.12969989900447265	0.13542155115821064
Waray	0.057233918391165775	0.05705436100013467	0.045719800691295956	0.05204919872514252
Wolof	0.10949181056073795	0.11053248398011455	0.09526779891689585	0.09969188892879421
Wu Chinese	1.3622412194870739	1.3060047378720774	1.336800906375528	1.2913791327634154
Kalmyk Oirat	1.1472868217054264	1.1705426356589148	0.6395348837209303	1.6705426356589148
Xhosa	0.024737216470402276	0.024855765431123052	0.018098474670038726	0.024144471666798388
Mingrelian	0.8409182440596054	0.8457511075312123	0.8300443012484897	0.8397100281917036
Yiddish	1.4876627827278959	1.4797806716929405	1.3999314599040438	1.460246744345442
Yoruba	0.13913018548780137	0.13849946962529744	0.08133367736016743	0.0943493592500215
Cantonese	1.2249804704452738	1.1702977172120477	1.1896970749066922	1.1524607238954951
Zhuang	0.022495052703848793	0.02273736925003029	0.015871733774887927	0.02257582488590929
Zeelandic	0.05245407812448839	0.05284699256736845	0.04295864575488687	0.049605448413607936
Standard Moroccan Berber	0.5	0.5	0.5	0.5
Chinese	1.0482011267652334	0.7614893858051895	1.0323344044694838	0.7549396138936397
Putonghua	1.665711522619005	1.6287116300727102	1.6343171317024248	1.6140979261434865
Simplified Chinese	1.5349764039108542	1.535574773635604	1.5038273082394382	1.520841330412988
Traditional Chinese	0.8860424044303028	0.5224101660274479	0.8750465120078122	0.5166490299183385
Chinese (Hong Kong	1.3538788250946678	1.327550915975847	1.3212311943506294	1.3117388189540478
Chinese in Macau	1.0422014780241151	0.9904706339945546	1.0112796577207313	0.9753014391287437
Malaysian Mandarin	0.9725762842796446	0.9465044418694477	0.9497875627655465	0.9322132097334879
Singaporean Mandarin	1.3850931677018634	1.3817805383022774	1.356159420289855	1.367080745341615
Taiwanese Mandarin	1.463646967340591	1.4246500777604976	1.4285381026438568	1.4102255054432349
Zulu	0.1089625680432489	0.10997198879551821	0.09478903091474403	0.09932773109243698
