language_long	mca_remove_parenthesis
Tajik in Latin script	0.04717207221600895
Thai	2.7423238556771286
Tigrinya	1.1515151515151516
Turkmen	0.058306873943342545
Tagalog	0.1068711828931132
Talysh	0.08791208791208792
Tswana	0.021297153669632432
Tongan	0.03973166154214751
Tok Pisin	0.01975242607167418
Turkish	0.27332489246274977
Turoyo	0.013931421177485442
Tsonga	0.018940920448134117
Tatar	0.45813436253025447
Tatar in Cyrillic script	0.5965559655596556
Tatar in Latin script	0.01857874623953167
Tumbuka	0.019225354945099145
Twi	0.020528499672417558
Tahitian	0.04733227323476672
Tuvan	5.0433862433862435
Central Atlas Tamazight	0.75
Udmurt	3.5553145336225596
Uyghur	1.4392905866302865
Uyghur Arabic alphabet	0.45569620253164556
Uyghur Latin alphabet	0.01837622474285482
Ukrainian	3.0995877736724786
Urdu	2.2237260330154824
Uzbek	0.5919204100090443
Uzbek Cyrillic alphabet	0.0
Uzbek Latin alphabet	1.0
Venda	0.019543452142571086
Venetian	0.1280748936667787
Veps	0.17217283279630421
Vietnamese	0.3752783706040642
West Flemish	0.11285240773155562
Main-Franconian	0.11664258668792347
Volapük	0.09884464951965538
Votic	0.017994124367553453
Võro	0.7458442694663167
Walloon	0.13542155115821064
Waray	0.05204919872514252
Wolof	0.09969188892879421
Wu Chinese	1.2913791327634154
Kalmyk Oirat	1.6705426356589148
Xhosa	0.024144471666798388
Mingrelian	0.8397100281917036
Yiddish	1.460246744345442
Yoruba	0.0943493592500215
Cantonese	1.1524607238954951
Zhuang	0.02257582488590929
Zeelandic	0.049605448413607936
Standard Moroccan Berber	0.5
Chinese	0.7549396138936397
Putonghua	1.6140979261434865
Simplified Chinese	1.520841330412988
Traditional Chinese	0.5166490299183385
Chinese (Hong Kong)	1.3117388189540478
Chinese in Macau	0.9753014391287437
Malaysian Mandarin	0.9322132097334879
Singaporean Mandarin	1.367080745341615
Taiwanese Mandarin	1.4102255054432349
Zulu	0.09932773109243698
