lang_code	language	comment	orthography	is_subtag	en_wikipedia_link	wikidata_url
tyv	Tuvan		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Tuvan_language	http://www.wikidata.org/entity/Q34119
tzl	Talossan		Latin	FALSE	https://en.wikipedia.org/wiki/Talossan_language	http://www.wikidata.org/entity/Q1063911
tzm	Central Atlas Tamazight		TIfinagh, Arabic	FALSE	https://en.wikipedia.org/wiki/Central_Atlas_Tamazight	http://www.wikidata.org/entity/Q49741
udm	Udmurt		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Udmurt_language	http://www.wikidata.org/entity/Q13238
ug	Uyghur		Arabic, Cyrillic, Latin	FALSE	https://en.wikipedia.org/wiki/Uyghur_language	http://www.wikidata.org/entity/Q13263
ug-arab	Uyghur in Arabic script		Arabic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q22338135
ug-latn	Uyghur in Latin script		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q22338145
uk	Ukrainian		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Ukrainian_language	http://www.wikidata.org/entity/Q8798
umu	Munsee		Latin	FALSE	https://en.wikipedia.org/wiki/Munsee_language	http://www.wikidata.org/entity/Q56547
und	undetermined language		Latin	FALSE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q22282914
ur	Urdu		Arabic	FALSE	https://en.wikipedia.org/wiki/Urdu	http://www.wikidata.org/entity/Q1617
uun	Pazeh		Latin	FALSE	https://en.wikipedia.org/wiki/Pazeh_language	http://www.wikidata.org/entity/Q36435
uz	Uzbek		Cyrillic, Latin	FALSE	https://en.wikipedia.org/wiki/Uzbek_language	http://www.wikidata.org/entity/Q9264
uz-cyrl	Uzbek in Cyrillic script		Cyrillic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64363006
uz-latn	Uzbek in Latin script		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64363007
uzs	Southern Uzbek		Arabic	FALSE	https://en.wikipedia.org/wiki/Southern_Uzbek_language	http://www.wikidata.org/entity/Q1066787
ve	Venda		Latin	FALSE	https://en.wikipedia.org/wiki/Venda_language	http://www.wikidata.org/entity/Q32704
vec	Venetian		Latin	FALSE	https://en.wikipedia.org/wiki/Venetian_language	http://www.wikidata.org/entity/Q32724
vep	Veps		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Veps_language	http://www.wikidata.org/entity/Q32747
vi	Vietnamese		Latin	FALSE	https://en.wikipedia.org/wiki/Vietnamese_language	http://www.wikidata.org/entity/Q9199
vls	West Flemish		Latin	FALSE	https://en.wikipedia.org/wiki/West_Flemish	http://www.wikidata.org/entity/Q100103
vmf	Main-Franconian		Latin	FALSE	https://en.wikipedia.org/wiki/Main-Franconian_dialects	http://www.wikidata.org/entity/Q497345
vo	Volapük		Latin	FALSE	https://en.wikipedia.org/wiki/Volapük	http://www.wikidata.org/entity/Q36986
vot	Votic		Latin, Cyrillic	FALSE	https://en.wikipedia.org/wiki/Votic_language	http://www.wikidata.org/entity/Q32858
wa	Walloon		Latin	FALSE	https://en.wikipedia.org/wiki/Walloon_language	http://www.wikidata.org/entity/Q34219
wal	Wolaytta		Latin	FALSE	https://en.wikipedia.org/wiki/Wolaitta_language	http://www.wikidata.org/entity/Q36943
war	Waray		Latin	FALSE	https://en.wikipedia.org/wiki/Waray_language	http://www.wikidata.org/entity/Q34279
wbl	Wakhi		Arabic, Cyrillic, Latin	FALSE	https://en.wikipedia.org/wiki/Wakhi_language	http://www.wikidata.org/entity/Q34208
wls	Wallisian		Latin	FALSE	https://en.wikipedia.org/wiki/Wallisian_language	http://www.wikidata.org/entity/Q36979
wo	Wolof		Latin, Arabic	FALSE	https://en.wikipedia.org/wiki/Wolof_language	http://www.wikidata.org/entity/Q34257
wuu	Wu Chinese		CJK	FALSE	https://en.wikipedia.org/wiki/Wu_Chinese	http://www.wikidata.org/entity/Q34290
wym	Vilamovian		Latin	FALSE	https://en.wikipedia.org/wiki/Wymysorys_language	http://www.wikidata.org/entity/Q56485
xal	Kalmyk Oirat		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Kalmyk_Oirat	http://www.wikidata.org/entity/Q33634
xh	Xhosa		Latin	FALSE	https://en.wikipedia.org/wiki/Xhosa_language	http://www.wikidata.org/entity/Q13218
xmf	Mingrelian		Georgian	FALSE	https://en.wikipedia.org/wiki/Mingrelian_language	http://www.wikidata.org/entity/Q13359
xnb	Kanakanavu		Latin	FALSE	https://en.wikipedia.org/wiki/Kanakanavu_language	http://www.wikidata.org/entity/Q172244
xpu	Punic	Extinct	Phoenician	FALSE	https://en.wikipedia.org/wiki/Punic_language	http://www.wikidata.org/entity/Q535958
xsy	Saisiyat		Latin	FALSE	https://en.wikipedia.org/wiki/Saisiyat_language	http://www.wikidata.org/entity/Q716695
yai	Yaghnobi		Cyrillic, Latin, Arabic	FALSE	https://en.wikipedia.org/wiki/Yaghnobi_language	http://www.wikidata.org/entity/Q34247
yap	Yapese		Latin	FALSE	https://en.wikipedia.org/wiki/Yapese_language	http://www.wikidata.org/entity/Q34029
yav	Yangben		Latin	FALSE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q12953315
ydg	Yidgha		Arabic	FALSE	https://en.wikipedia.org/wiki/Yidgha_language	http://www.wikidata.org/entity/Q34179
yi	Yiddish		Hebrew	FALSE	https://en.wikipedia.org/wiki/Yiddish	http://www.wikidata.org/entity/Q8641
yo	Yoruba		Latin	FALSE	https://en.wikipedia.org/wiki/Yoruba_language	http://www.wikidata.org/entity/Q34311
yrk	Nenets		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Nenets_languages	http://www.wikidata.org/entity/Q36452
yrl	Nheengatu		Latin	FALSE	https://en.wikipedia.org/wiki/Nheengatu	http://www.wikidata.org/entity/Q34333
za	Zhuang		CJK	FALSE	https://en.wikipedia.org/wiki/Zhuang_languages	http://www.wikidata.org/entity/Q13216
zea	Zeelandic		Latin	FALSE	https://en.wikipedia.org/wiki/Zeelandic	http://www.wikidata.org/entity/Q237409
zgh	Standard Moroccan Berber		Neo-TIfinagh, Berber	FALSE	https://en.wikipedia.org/wiki/Standard_Moroccan_Amazigh	http://www.wikidata.org/entity/Q7598268
zh	Chinese		CJK	FALSE	https://en.wikipedia.org/wiki/Chinese_language	http://www.wikidata.org/entity/Q7850
zh-cn	Putonghua		CJK	TRUE	https://en.wikipedia.org/wiki/Putonghua	http://www.wikidata.org/entity/Q24841726
zh-hans	Simplified Chinese		CJK	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q13414913
zh-hant	Traditional Chinese		CJK	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q18130932
zh-hk	Chinese (Hong Kong)		CJK	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q100148307
zh-min-nan	Southern Min		CJK	TRUE	https://en.wikipedia.org/wiki/Southern_Min	http://www.wikidata.org/entity/Q36495
zh-mo	Chinese in Macau		CJK	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64427357
zh-my	Malaysian Mandarin		CJK	TRUE	https://en.wikipedia.org/wiki/Malaysian_Mandarin	http://www.wikidata.org/entity/Q13646143
zh-sg	Singaporean Mandarin		CJK	TRUE	https://en.wikipedia.org/wiki/Singaporean_Mandarin	http://www.wikidata.org/entity/Q1048980
zh-tw	Standard Taiwanese Mandarin		CJK	TRUE	https://en.wikipedia.org/wiki/Taiwanese_Mandarin	http://www.wikidata.org/entity/Q262828
zh-tw	Taiwanese Mandarin		CJK	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q4380827
zh-yue	Yue Chinese		CJK	TRUE	https://en.wikipedia.org/wiki/Yue_Chinese	http://www.wikidata.org/entity/Q7033959
zh-yue	Cantonese		CJK	TRUE	https://en.wikipedia.org/wiki/Cantonese	http://www.wikidata.org/entity/Q9186
zu	Zulu		Latin	FALSE	https://en.wikipedia.org/wiki/Zulu_language	http://www.wikidata.org/entity/Q10179
zun	Zuni		Latin	FALSE	https://en.wikipedia.org/wiki/Zuni_language	http://www.wikidata.org/entity/Q10188
zxx	no linguistic content		Latin	FALSE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q22282939
