lang_code	language	comment	orthography	is_subtag	en_wikipedia_link	wikidata_url
ett	Etruscan		Etruscan alphabet	FALSE	https://en.wikipedia.org/wiki/Etruscan_language	http://www.wikidata.org/entity/Q35726
eu	Basque		Latin	FALSE	https://en.wikipedia.org/wiki/Basque_language	http://www.wikidata.org/entity/Q8752
ext	Extremaduran		Latin	FALSE	https://en.wikipedia.org/wiki/Extremaduran_language	http://www.wikidata.org/entity/Q30007
eya	Eyak		Latin	FALSE	https://en.wikipedia.org/wiki/Eyak_language	http://www.wikidata.org/entity/Q27480
fa	Persian		Arabic	FALSE	https://en.wikipedia.org/wiki/Persian_language	http://www.wikidata.org/entity/Q9168
fa-af	Dari		Arabic	TRUE	https://en.wikipedia.org/wiki/Dari	http://www.wikidata.org/entity/Q178440
ff	Fula	Arabic, Adlam	Latin	FALSE	https://en.wikipedia.org/wiki/Fula_language	http://www.wikidata.org/entity/Q33454
fi	Finnish		Latin	FALSE	https://en.wikipedia.org/wiki/Finnish_language	http://www.wikidata.org/entity/Q1412
fit	Meänkieli		Latin	FALSE	https://en.wikipedia.org/wiki/Meänkieli	http://www.wikidata.org/entity/Q13357
fiu-vro	Võro		Latin	TRUE	https://en.wikipedia.org/wiki/Võro_language	http://www.wikidata.org/entity/Q32762
fj	Fijian		Latin	FALSE	https://en.wikipedia.org/wiki/Fijian_language	http://www.wikidata.org/entity/Q33295
fkv	Kven		Latin	FALSE	https://en.wikipedia.org/wiki/Kven_language	http://www.wikidata.org/entity/Q165795
fo	Faroese		Latin	FALSE	https://en.wikipedia.org/wiki/Faroese_language	http://www.wikidata.org/entity/Q25258
fon	Fon		Latin	FALSE	https://en.wikipedia.org/wiki/Fon_language	http://www.wikidata.org/entity/Q33291
fos	Siraya	Extinct	Latin	FALSE	https://en.wikipedia.org/wiki/Siraya_language	http://www.wikidata.org/entity/Q716604
fr	French		Latin	FALSE	https://en.wikipedia.org/wiki/French_language	http://www.wikidata.org/entity/Q150
fr-ca	Canadian French		Latin	TRUE	https://en.wikipedia.org/wiki/Canadian_French	http://www.wikidata.org/entity/Q1450506
frc	Louisiana French		Latin	FALSE	https://en.wikipedia.org/wiki/Louisiana_French	http://www.wikidata.org/entity/Q3083213
frm	Middle French		Latin	FALSE	https://en.wikipedia.org/wiki/Middle_French	http://www.wikidata.org/entity/Q1473289
fro	Old French		Latin	FALSE	https://en.wikipedia.org/wiki/Old_French	http://www.wikidata.org/entity/Q35222
frp	Franco-Provençal		Latin	FALSE	https://en.wikipedia.org/wiki/Franco-Provençal	http://www.wikidata.org/entity/Q15087
frr	North Frisian		Latin	FALSE	https://en.wikipedia.org/wiki/North_Frisian_language	http://www.wikidata.org/entity/Q28224
fuf	Pular	Adlam	Latin	FALSE	https://en.wikipedia.org/wiki/Pular_language	http://www.wikidata.org/entity/Q3915357
fur	Friulian		Latin	FALSE	https://en.wikipedia.org/wiki/Friulian_language	http://www.wikidata.org/entity/Q33441
fy	West Frisian		Latin	FALSE	https://en.wikipedia.org/wiki/West_Frisian_language	http://www.wikidata.org/entity/Q27175
ga	Irish		Latin	FALSE	https://en.wikipedia.org/wiki/Irish_language	http://www.wikidata.org/entity/Q9142
gaa	Ga		Latin	FALSE	https://en.wikipedia.org/wiki/Ga_language	http://www.wikidata.org/entity/Q33287
gag	Gagauz	Historically Cyrillic	Latin	FALSE	https://en.wikipedia.org/wiki/Gagauz_language	http://www.wikidata.org/entity/Q33457
gan	Gan		CJK	FALSE	https://en.wikipedia.org/wiki/Gan_Chinese	http://www.wikidata.org/entity/Q33475
gan-hans	simplified Gan		CJK	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64427344
gan-hant	traditional Gan		CJK	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64427346
gcf	Guadeloupe-Martinique Creole French		Latin	FALSE	https://en.wikipedia.org/wiki/Guadeloupe_Creole	http://www.wikidata.org/entity/Q3006280
gcr	Guianan Creole		Latin	FALSE	https://en.wikipedia.org/wiki/French_Guianese_Creole	http://www.wikidata.org/entity/Q1363072
gd	Scottish Gaelic		Latin	FALSE	https://en.wikipedia.org/wiki/Scottish_Gaelic	http://www.wikidata.org/entity/Q9314
gez	Ge'ez		Ge'ez	FALSE	https://en.wikipedia.org/wiki/Geʽez	http://www.wikidata.org/entity/Q35667
gil	Gilbertese		Latin	FALSE	https://en.wikipedia.org/wiki/Gilbertese_language	http://www.wikidata.org/entity/Q30898
gkm	Medieval Greek		Greek	FALSE	https://en.wikipedia.org/wiki/Medieval_Greek	http://www.wikidata.org/entity/Q36387
gl	Galician		Latin	FALSE	https://en.wikipedia.org/wiki/Galician_language	http://www.wikidata.org/entity/Q9307
glk	Gilaki		Latin	FALSE	https://en.wikipedia.org/wiki/Gilaki_language	http://www.wikidata.org/entity/Q33657
gmh	Middle High German		Latin	FALSE	https://en.wikipedia.org/wiki/Middle_High_German	http://www.wikidata.org/entity/Q837985
gml	Middle Low German		Latin	FALSE	https://en.wikipedia.org/wiki/Middle_Low_German	http://www.wikidata.org/entity/Q505674
gn	Guarani		Latin	FALSE	https://en.wikipedia.org/wiki/Guarani_language	http://www.wikidata.org/entity/Q35876
goh	Old High German		Latin	FALSE	https://en.wikipedia.org/wiki/Old_High_German	http://www.wikidata.org/entity/Q35218
gom	Goan Konkani		Latin	FALSE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q5575236
gom-deva	Goan Konkani in Devanagari script		Devanagari	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362984
gom-latn	Goan Konkani in Latin script		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362985
gor	Gorontalo		Latin	FALSE	https://en.wikipedia.org/wiki/Gorontalo_language	http://www.wikidata.org/entity/Q2501174
got	Gothic		Gothic	FALSE	https://en.wikipedia.org/wiki/Gothic_language	http://www.wikidata.org/entity/Q35722
grc	Ancient Greek		Greek	FALSE	https://en.wikipedia.org/wiki/Ancient_Greek	http://www.wikidata.org/entity/Q35497
gsg	German Sign Language	Unwritten	Latin	FALSE	https://en.wikipedia.org/wiki/German_Sign_Language	http://www.wikidata.org/entity/Q33282
gsw	Alemannic		Latin	FALSE	https://en.wikipedia.org/wiki/Alemannic_German	http://www.wikidata.org/entity/Q131339
gsw-fr	Alsatian		Latin	TRUE	https://en.wikipedia.org/wiki/Alsatian_dialect	http://www.wikidata.org/entity/Q8786
gu	Gujarati	Historically Devanagari	Gujarati	FALSE	https://en.wikipedia.org/wiki/Gujarati_language	http://www.wikidata.org/entity/Q5137
guc	Wayuu		Latin	FALSE	https://en.wikipedia.org/wiki/Wayuu_language	http://www.wikidata.org/entity/Q891085
guw	Gun		Latin	FALSE	https://en.wikipedia.org/wiki/Gun_language	http://www.wikidata.org/entity/Q3111668
gv	Manx		Latin	FALSE	https://en.wikipedia.org/wiki/Manx_language	http://www.wikidata.org/entity/Q12175
ha	Hausa		Latin	FALSE	https://en.wikipedia.org/wiki/Hausa_language	http://www.wikidata.org/entity/Q56475
hai	Haida		Latin	FALSE	https://en.wikipedia.org/wiki/Haida_language	http://www.wikidata.org/entity/Q33303
hak	Hakka		CJK	FALSE	https://en.wikipedia.org/wiki/Hakka_Chinese	http://www.wikidata.org/entity/Q33375
haw	Hawaiian		Latin	FALSE	https://en.wikipedia.org/wiki/Hawaiian_language	http://www.wikidata.org/entity/Q33569
hbo	Biblical Hebrew		Hebrew	FALSE	https://en.wikipedia.org/wiki/Biblical_Hebrew	http://www.wikidata.org/entity/Q1982248
he	Hebrew		Hebrew	FALSE	https://en.wikipedia.org/wiki/Hebrew_language	http://www.wikidata.org/entity/Q9288
hi	Hindi		Devanagari	FALSE	https://en.wikipedia.org/wiki/Hindi	http://www.wikidata.org/entity/Q1568
hif	Fiji Hindi		Devanagari	FALSE	https://en.wikipedia.org/wiki/Fiji_Hindi	http://www.wikidata.org/entity/Q46728
hif-latn	Fiji Hindi in Latin script		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362986
hil	Hiligaynon		Latin	FALSE	https://en.wikipedia.org/wiki/Hiligaynon_language	http://www.wikidata.org/entity/Q35978
ho	Hiri Motu		Latin	FALSE	https://en.wikipedia.org/wiki/Hiri_Motu	http://www.wikidata.org/entity/Q33617
hoc	Ho	Devanagari, Latin also	Warang Citi	FALSE	https://en.wikipedia.org/wiki/Ho_language	http://www.wikidata.org/entity/Q33270
hr	Croatian		Latin	FALSE	https://en.wikipedia.org/wiki/Croatian_language	http://www.wikidata.org/entity/Q6654
hrx	Hunsrik		Latin	FALSE	https://en.wikipedia.org/wiki/Hunsrik	http://www.wikidata.org/entity/Q304049
hsb	Upper Sorbian		Latin	FALSE	https://en.wikipedia.org/wiki/Upper_Sorbian_language	http://www.wikidata.org/entity/Q13248
ht	Haitian Creole		Latin	FALSE	https://en.wikipedia.org/wiki/Haitian_Creole	http://www.wikidata.org/entity/Q33491
hu	Hungarian		Latin	FALSE	https://en.wikipedia.org/wiki/Hungarian_language	http://www.wikidata.org/entity/Q9067
hu-formal	formal Hungarian		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64427347
hy	Armenian		Armenian	FALSE	https://en.wikipedia.org/wiki/Armenian_language	http://www.wikidata.org/entity/Q8785
hyw	Western Armenian		Armenian	FALSE	https://en.wikipedia.org/wiki/Western_Armenian	http://www.wikidata.org/entity/Q180945
hz	Herero		Latin	FALSE	https://en.wikipedia.org/wiki/Herero_language	http://www.wikidata.org/entity/Q33315
ia	Interlingua		Latin	FALSE	https://en.wikipedia.org/wiki/Interlingua	http://www.wikidata.org/entity/Q35934
id	Indonesian		Latin	FALSE	https://en.wikipedia.org/wiki/Indonesian_language	http://www.wikidata.org/entity/Q9240
ie	Interlingue		Latin	FALSE	https://en.wikipedia.org/wiki/Interlingue	http://www.wikidata.org/entity/Q35850
ig	Igbo		Latin	FALSE	https://en.wikipedia.org/wiki/Igbo_language	http://www.wikidata.org/entity/Q33578
ii	Nuosu		Yi	FALSE	https://en.wikipedia.org/wiki/Nuosu_language	http://www.wikidata.org/entity/Q34235
ik	Inupiaq		Latin	FALSE	https://en.wikipedia.org/wiki/Iñupiaq_language	http://www.wikidata.org/entity/Q27183
ike-cans	Eastern Canadian (Aboriginal syllabics)		Aboriginal syllabics	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64427348
ike-latn	Eastern Canadian in Latin script		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362987
ilo	Ilocano		Latin	FALSE	https://en.wikipedia.org/wiki/Ilocano_language	http://www.wikidata.org/entity/Q35936
inh	Ingush		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Ingush_language	http://www.wikidata.org/entity/Q33509
ins	Indian Sign Language		Latin	FALSE	https://en.wikipedia.org/wiki/Indo-Pakistani_Sign_Language	http://www.wikidata.org/entity/Q3306265
io	Ido		Latin	FALSE	https://en.wikipedia.org/wiki/Ido	http://www.wikidata.org/entity/Q35224
is	Icelandic		Latin	FALSE	https://en.wikipedia.org/wiki/Icelandic_language	http://www.wikidata.org/entity/Q294
it	Italian		Latin	FALSE	https://en.wikipedia.org/wiki/Italian_language	http://www.wikidata.org/entity/Q652
iu	Inuktitut		Inuktitut	FALSE	https://en.wikipedia.org/wiki/Inuktitut	http://www.wikidata.org/entity/Q29921
ja	Japanese		CJK	FALSE	https://en.wikipedia.org/wiki/Japanese_language	http://www.wikidata.org/entity/Q5287
ja-hani	Japanese written in kanji		CJK	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q53979504
ja-hira	Japanese written in hiragana		Hiragana	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q53979341
ja-hrkt	Japanese written in kana		Hiragana,Katakana	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q53979345
ja-kana	Japanese written in katakana		Katakana	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q53979342
jam	Jamaican Creole		Latin	FALSE	https://en.wikipedia.org/wiki/Jamaican_Patois	http://www.wikidata.org/entity/Q35939
jax	Jambi Malay		Latin	FALSE	https://en.wikipedia.org/wiki/Jambi_Malay	http://www.wikidata.org/entity/Q3915769
jbo	Lojban		Latin	FALSE	https://en.wikipedia.org/wiki/Lojban	http://www.wikidata.org/entity/Q36350
jut	Jutlandic		Latin	FALSE	https://en.wikipedia.org/wiki/Jutlandic_dialect	http://www.wikidata.org/entity/Q1340322
jv	Javanese	Others exist	Latin	FALSE	https://en.wikipedia.org/wiki/Javanese_language	http://www.wikidata.org/entity/Q33549
ka	Georgian		Georgian	FALSE	https://en.wikipedia.org/wiki/Georgian_language	http://www.wikidata.org/entity/Q8108
ka	მთავარი გვერდი		Georgian	FALSE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q21451012
kaa	Karakalpak		Cyrillic, Latin	FALSE	https://en.wikipedia.org/wiki/Karakalpak_language	http://www.wikidata.org/entity/Q33541
kab	Kabyle		Tifinagh,Latin	FALSE	https://en.wikipedia.org/wiki/Kabyle_language	http://www.wikidata.org/entity/Q35853
kae	Ketagalan	Primarily spoken	Latin	FALSE	https://en.wikipedia.org/wiki/Luilang_language	http://www.wikidata.org/entity/Q2779411
kbd	Kabardian	Also others	Cyrillic	FALSE	https://en.wikipedia.org/wiki/Kabardian_language	http://www.wikidata.org/entity/Q33522
kbd-cyrl	Kabardian in Cyrillic script		Cyrillic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362989
kbg	Khamba		Latin	FALSE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q12952626
kbp	Kabiye		Latin	FALSE	https://en.wikipedia.org/wiki/Kabiye_language	http://www.wikidata.org/entity/Q35475
kcg	Tyap		Latin	FALSE	https://en.wikipedia.org/wiki/Tyap_language	http://www.wikidata.org/entity/Q3912765
kea	Cape Verdean Creole		Latin	FALSE	https://en.wikipedia.org/wiki/Cape_Verdean_Creole	http://www.wikidata.org/entity/Q35963
kg	Kongo	Also mandombo	Latin	FALSE	https://en.wikipedia.org/wiki/Kongo_language	http://www.wikidata.org/entity/Q33702
kha	Khasi		Latin	FALSE	https://en.wikipedia.org/wiki/Khasi_language	http://www.wikidata.org/entity/Q33584
khg	Khams Tibetan		Tibetan	FALSE	https://en.wikipedia.org/wiki/Khams_Tibetan	http://www.wikidata.org/entity/Q56601
khw	Khowar	Khowar alphabet	Arabic	FALSE	https://en.wikipedia.org/wiki/Khowar_language	http://www.wikidata.org/entity/Q938216
ki	Gikuyu		Latin	FALSE	https://en.wikipedia.org/wiki/Kikuyu_language	http://www.wikidata.org/entity/Q33587
kiu	Kirmanjki	Same as Zaza language?	Latin	FALSE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q6023868
kj	Kwanyama		Latin	FALSE	https://en.wikipedia.org/wiki/Kwanyama_dialect	http://www.wikidata.org/entity/Q1405077
kjh	Khakas		Latin	FALSE	https://en.wikipedia.org/wiki/Khakas_language	http://www.wikidata.org/entity/Q33575
kjp	Eastern Pwo		Burmese	FALSE	https://en.wikipedia.org/wiki/Eastern_Pwo_language	http://www.wikidata.org/entity/Q5330390
kk	Kazakh	Also Arabic in CHina	Cyrillic, Latin	FALSE	https://en.wikipedia.org/wiki/Kazakh_language	http://www.wikidata.org/entity/Q9252
kk-arab	Kazakh in Arabic script		Arabic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362991
kk-cn	Kazakh in China		Arabic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64427349
kk-cyrl	Kazakh in Cyrillic script		Cyrillic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362992
kk-kz	Kazakh in Kazakhstan		Cyrillic, Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64427350
kk-latn	Kazakh in Latin script		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362993
kk-tr	Kazakh in Turkey		Cyrillic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64427352
kl	Greenlandic		Latin	FALSE	https://en.wikipedia.org/wiki/Greenlandic_language	http://www.wikidata.org/entity/Q25355
km	Khmer		Khmer	FALSE	https://en.wikipedia.org/wiki/Khmer_language	http://www.wikidata.org/entity/Q9205
kn	Kannada		Kannada	FALSE	https://en.wikipedia.org/wiki/Kannada	http://www.wikidata.org/entity/Q33673
ko	Korean		Korean	FALSE	https://en.wikipedia.org/wiki/Korean_language	http://www.wikidata.org/entity/Q9176
ko-kp	North Korean standard language		Korean	TRUE	https://en.wikipedia.org/wiki/North_Korean_standard_language	http://www.wikidata.org/entity/Q18784
ko-kr	South Korean standard language		Korean	TRUE	https://en.wikipedia.org/wiki/South_Korean_standard_language	http://www.wikidata.org/entity/Q18795
koi	Permyak		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Permyak_language	http://www.wikidata.org/entity/Q56318
koy	Koyukon		Latin	FALSE	https://en.wikipedia.org/wiki/Koyukon_language	http://www.wikidata.org/entity/Q28304
kr	Kanuri		Arabic, Latin	FALSE	https://en.wikipedia.org/wiki/Kanuri_language	http://www.wikidata.org/entity/Q36094
krc	Karachay-Balkar	Latin in diaspora	Cyrillic	FALSE	https://en.wikipedia.org/wiki/Karachay-Balkar	http://www.wikidata.org/entity/Q33714
kri	Krio		Latin	FALSE	https://en.wikipedia.org/wiki/Krio_language	http://www.wikidata.org/entity/Q35744
krj	Kinaray-a		Latin	FALSE	https://en.wikipedia.org/wiki/Karay-a_language	http://www.wikidata.org/entity/Q33720
krl	Karelian		Cyrillic, Latin	FALSE	https://en.wikipedia.org/wiki/Karelian_language	http://www.wikidata.org/entity/Q33557
krx	Karon		Latin	FALSE	https://en.wikipedia.org/wiki/Karon_language	http://www.wikidata.org/entity/Q35704
ks	Kashmiri		Arabic,Devanagari	FALSE	https://en.wikipedia.org/wiki/Kashmiri_language	http://www.wikidata.org/entity/Q33552
ks-arab	Kashmiri in Arabic script		Arabic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362994
ks-deva	Kashmiri in Devanagari script		Devanagari	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362995
ksh	Kölsch		Latin	FALSE	https://en.wikipedia.org/wiki/Colognian	http://www.wikidata.org/entity/Q4624
ksh	Ripuarian		Latin	FALSE	https://en.wikipedia.org/wiki/Ripuarian_language	http://www.wikidata.org/entity/Q32145
ksw	S'gaw Karen	Others exist	Latin	FALSE	https://en.wikipedia.org/wiki/S'gaw_Karen_language	http://www.wikidata.org/entity/Q56410
ku	Kurdish Wikipedia		Arabic	FALSE	https://en.wikipedia.org/wiki/Kurdish_Wikipedia	http://www.wikidata.org/entity/Q1154741
ku	Kurmanji		Arabic	FALSE	https://en.wikipedia.org/wiki/Kurmanji	http://www.wikidata.org/entity/Q36163
ku	Kurdish		Arabic	FALSE	https://en.wikipedia.org/wiki/Kurdish_languages	http://www.wikidata.org/entity/Q36368
ku-arab	Kurdish in Arabic script		Arabic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362996
ku-latn	Kurdish in Latin script		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362997
kum	Kumyk	Historically Latin	Cyrillic	FALSE	https://en.wikipedia.org/wiki/Kumyk_language	http://www.wikidata.org/entity/Q36209
kut	Kutenai		Latin	FALSE	https://en.wikipedia.org/wiki/Kutenai_language	http://www.wikidata.org/entity/Q33434
kv	Komi		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Komi_language	http://www.wikidata.org/entity/Q36126
kw	Cornish		Latin	FALSE	https://en.wikipedia.org/wiki/Cornish_language	http://www.wikidata.org/entity/Q25289
ky	Kyrgyz		Cyrillic, Arabic	FALSE	https://en.wikipedia.org/wiki/Kyrgyz_language	http://www.wikidata.org/entity/Q9255
ky-arab	Kyrgyz in Arabic script		Cyrillic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q95397566
ky-cyrl	Kyrgyz in Cyrillic script		Arabic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q94989582
la	Latin		Latin	FALSE	https://en.wikipedia.org/wiki/Latin	http://www.wikidata.org/entity/Q397
lad	Judaeo-Spanish		Latin	FALSE	https://en.wikipedia.org/wiki/Judaeo-Spanish	http://www.wikidata.org/entity/Q36196
lag	Rangi		Latin	FALSE	https://en.wikipedia.org/wiki/Rangi_language	http://www.wikidata.org/entity/Q584983
lb	Luxembourgish		Latin	FALSE	https://en.wikipedia.org/wiki/Luxembourgish	http://www.wikidata.org/entity/Q9051
lbe	Lak		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Lak_language	http://www.wikidata.org/entity/Q36206
lez	Lezgian		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Lezgian_language	http://www.wikidata.org/entity/Q31746
lfn	Lingua Franca Nova		Latin, Cyrillic	FALSE	https://en.wikipedia.org/wiki/Lingua_Franca_Nova	http://www.wikidata.org/entity/Q146803
lg	Luganda		Latin	FALSE	https://en.wikipedia.org/wiki/Luganda	http://www.wikidata.org/entity/Q33368
li	Limburgish		Latin	FALSE	https://en.wikipedia.org/wiki/Limburgish	http://www.wikidata.org/entity/Q102172
lij	Ligurian		Latin	FALSE	https://en.wikipedia.org/wiki/Ligurian_language	http://www.wikidata.org/entity/Q36106
lij-mc	Monégasque		Latin	TRUE	https://en.wikipedia.org/wiki/Monégasque_dialect	http://www.wikidata.org/entity/Q56422
liv	Livonian		Latin	FALSE	https://en.wikipedia.org/wiki/Livonian_language	http://www.wikidata.org/entity/Q33698
lki	Laki	Not sure	Latin	FALSE	https://en.wikipedia.org/wiki/Laki_language	http://www.wikidata.org/entity/Q56483
lkt	Lakota	Primarily spoken	Latin	FALSE	https://en.wikipedia.org/wiki/Lakota_language	http://www.wikidata.org/entity/Q33537
lld	Ladin		Latin	FALSE	https://en.wikipedia.org/wiki/Ladin_language	http://www.wikidata.org/entity/Q36202
lmo	Lombard		Latin	FALSE	https://en.wikipedia.org/wiki/Lombard_language	http://www.wikidata.org/entity/Q33754
ln	Lingala		Latin	FALSE	https://en.wikipedia.org/wiki/Lingala	http://www.wikidata.org/entity/Q36217
lo	Lao		Lao, Khmer	FALSE	https://en.wikipedia.org/wiki/Lao_language	http://www.wikidata.org/entity/Q9211
loz	Lozi		Latin	FALSE	https://en.wikipedia.org/wiki/Lozi_language	http://www.wikidata.org/entity/Q33628
lrc	Northern Luri		Arabic	FALSE	https://en.wikipedia.org/wiki/Northern_Luri_language	http://www.wikidata.org/entity/Q19933293
lt	Lithuanian		Latin	FALSE	https://en.wikipedia.org/wiki/Lithuanian_language	http://www.wikidata.org/entity/Q9083
ltg	Latgalian		Latin	FALSE	https://en.wikipedia.org/wiki/Latgalian_language	http://www.wikidata.org/entity/Q36212
lus	Mizo		Latin	FALSE	https://en.wikipedia.org/wiki/Mizo_language	http://www.wikidata.org/entity/Q36147
luz	Southern Luri		Arabic	FALSE	https://en.wikipedia.org/wiki/Southern_Luri_language	http://www.wikidata.org/entity/Q12952748
lv	Latvian		Latin	FALSE	https://en.wikipedia.org/wiki/Latvian_language	http://www.wikidata.org/entity/Q9078
lzh	Classical Chinese		CJK	FALSE	https://en.wikipedia.org/wiki/Classical_Chinese	http://www.wikidata.org/entity/Q37041
lzz	Laz		Latin, Georgian	FALSE	https://en.wikipedia.org/wiki/Laz_language	http://www.wikidata.org/entity/Q1160372
mad	Madurese		Latin, Arabic	FALSE	https://en.wikipedia.org/wiki/Madurese_language	http://www.wikidata.org/entity/Q36213
mai	Maithili		Devanagari, Tirhuta, Kaithi	FALSE	https://en.wikipedia.org/wiki/Maithili_language	http://www.wikidata.org/entity/Q36109
map-bms	Banyumasan	Historically Javanese	Latin	TRUE	https://en.wikipedia.org/wiki/Banyumasan_dialect	http://www.wikidata.org/entity/Q33219
mdf	Moksha		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Moksha_language	http://www.wikidata.org/entity/Q13343
mfe	Mauritian Creole		Latin	FALSE	https://en.wikipedia.org/wiki/Mauritian_Creole	http://www.wikidata.org/entity/Q33661
mg	Malagasy		Latin	FALSE	https://en.wikipedia.org/wiki/Malagasy_language	http://www.wikidata.org/entity/Q7930
mh	Marshallese		Latin	FALSE	https://en.wikipedia.org/wiki/Marshallese_language	http://www.wikidata.org/entity/Q36280
mhr	Meadow Mari		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Meadow_Mari_language	http://www.wikidata.org/entity/Q3906614
mi	Māori		Latin	FALSE	https://en.wikipedia.org/wiki/Māori_language	http://www.wikidata.org/entity/Q36451
mic	Mi'kmaq	Hieroglyphs also exist	Latin	FALSE	https://en.wikipedia.org/wiki/Miꞌkmaq_language	http://www.wikidata.org/entity/Q13321
min	Minangkabau		Latin	FALSE	https://en.wikipedia.org/wiki/Minangkabau_language	http://www.wikidata.org/entity/Q13324
mis	language without a specific language code		Latin	FALSE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q22283016
mis-x-Q2417210	Old Swedish		Latin	TRUE	https://en.wikipedia.org/wiki/Old_Swedish	http://www.wikidata.org/entity/Q2417210
mk	Macedonian		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Macedonian_language	http://www.wikidata.org/entity/Q9296
ml	Malayalam		Malayalam	FALSE	https://en.wikipedia.org/wiki/Malayalam	http://www.wikidata.org/entity/Q36236
mn	Mongolian		Cyrillic, Arabic, Mongolian	FALSE	https://en.wikipedia.org/wiki/Mongolian_language	http://www.wikidata.org/entity/Q9246
mnc	Manchu		Manchu	FALSE	https://en.wikipedia.org/wiki/Manchu_language	http://www.wikidata.org/entity/Q33638
mni	Meitei	Also Latin informal	Meitei, Bengali	FALSE	https://en.wikipedia.org/wiki/Meitei_language	http://www.wikidata.org/entity/Q33868
mnw	Mon		Burmese	FALSE	https://en.wikipedia.org/wiki/Mon_language	http://www.wikidata.org/entity/Q13349
mo	Moldovan		Latin, Cyrillic	FALSE	https://en.wikipedia.org/wiki/Moldovan_language	http://www.wikidata.org/entity/Q36392
moe	Innu-aimun		Latin	FALSE	https://en.wikipedia.org/wiki/Innu-aimun	http://www.wikidata.org/entity/Q13351
mr	Marathi		Devanagari	FALSE	https://en.wikipedia.org/wiki/Marathi_language	http://www.wikidata.org/entity/Q1571
mrh	Mara		Latin	FALSE	https://en.wikipedia.org/wiki/Mara_language	http://www.wikidata.org/entity/Q4175893
mrj	Hill Mari		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Hill_Mari_language	http://www.wikidata.org/entity/Q1776032
ms	Malay		Latin	FALSE	https://en.wikipedia.org/wiki/Malay_language	http://www.wikidata.org/entity/Q9237
ms-arab	Malay in Jawi script		Arabic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q107526440
mt	Maltese		Latin	FALSE	https://en.wikipedia.org/wiki/Maltese_language	http://www.wikidata.org/entity/Q9166
mui	Musi		Latin	FALSE	https://en.wikipedia.org/wiki/Musi_language	http://www.wikidata.org/entity/Q615660
mul	multiple languages		Latin	FALSE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q20923490
mus	Muscogee		Latin	FALSE	https://en.wikipedia.org/wiki/Muscogee_language	http://www.wikidata.org/entity/Q523014
mwl	Mirandese		Latin	FALSE	https://en.wikipedia.org/wiki/Mirandese_language	http://www.wikidata.org/entity/Q13330
